Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm
Adelaide,12.874643249176728,23.3375,1.6824053452115812,5.988453608247423,7.744040404040405,36.59668508287293,9.849615806805708,15.354555433589463,58.53956043956044,44.398463227222834,1018.765896589659,1016.7589010989011,,,17.31186813186813,21.972886937431394
Albany,13.048097251585624,20.21907756813417,2.3542797494780796,4.189737742303307,6.721329987452948,,12.418604651162791,19.203296703296704,74.7875920084122,67.11684782608695,1018.092685475444,1016.3225469728601,5.221174004192872,4.621438263229308,16.31132075471698,18.58412483039349
Albury,9.579700115340254,22.881472957422325,1.6441347270615563,,,33.194925028835065,8.274193548387096,14.3175519630485,73.6039260969977,47.346774193548384,1018.3307249712313,1015.7438940092165,6.326815642458101,5.284337349397591,14.530369515011547,21.62246543778802
AliceSprings,12.905811403508773,29.124807903402854,0.8417124039517013,9.043205574912891,9.6639896373057,40.70594837261504,14.890230515916576,18.300768386388583,39.14035087719298,23.670691547749726,1016.9076754385966,1013.0703622392974,2.775757575757576,3.1820418204182044,21.212390350877193,27.892645444566412
BadgerysCreek,11.146832579185519,24.16331828442438,2.4189497716894977,,,33.86976217440544,7.952272727272727,14.075963718820862,77.17460317460318,52.029545454545456,1018.1597633136095,1015.3298578199052,,,16.643552036199093,22.636281179138322
Ballarat,7.5201986754966885,18.369646799117,2.076581576026637,,,45.76470588235294,20.206629834254144,22.953591160220995,81.97,59.50939226519337,1017.1142697881828,1015.6195773081201,5.705960264900662,6.290909090909091,11.762236987818383,16.814806629834255
Bendigo,8.743120260021668,22.043722943722944,1.768797399783315,4.066037735849057,,38.80786026200873,12.851731601731602,16.97294372294372,70.05537459283387,45.58874458874459,1017.9464635473341,1015.7480434782608,4.3317460317460315,4.853915662650603,14.053036876355748,20.66547619047619
Brisbane,16.493828451882845,26.50948905109489,3.138155136268344,5.399055613850997,8.050422832980972,28.170146137787057,6.859228362877998,11.10438413361169,64.37682672233821,54.32567849686848,1018.1495307612096,1015.0531315240083,3.9207507820646508,3.8997912317327765,21.89081419624217,24.781837160751564
Cairns,21.252144469525962,29.571476888387824,6.012741751990898,6.114230271668823,7.55614973262032,37.96485260770975,15.830890642615557,21.874859075535515,69.73731679819616,61.59639233370913,1014.2303269447576,1011.1825253664036,4.512605042016807,4.427350427350428,25.85140924464487,27.934949267192785
Canberra,6.913809990205681,20.935972629521018,1.7323874755381605,4.251454545454545,7.383655913978495,40.36695278969957,10.36656282450675,19.18172377985462,73.46130952380952,46.29521016617791,1018.9118873826903,1016.1502601456816,4.842253521126761,4.658857979502196,12.723258096172719,19.4630859375
Cobar,12.816945373467112,25.46276477146042,1.1941769316909296,6.553125,8.043030303030303,37.01013513513514,14.732662192393736,15.374720357941834,55.78190255220418,34.42325581395349,1018.2055118110236,1015.5392134831461,3.3005115089514065,3.8643649815043157,17.773467112597547,24.131995540691193
CoffsHarbour,14.162006764374297,23.731186440677966,4.503850509626274,3.657088846880907,7.137327188940092,38.449367088607595,15.004901960784315,20.727050183598532,67.95254237288135,62.00678733031674,1018.1653987730062,1015.7134969325153,4.444780635400908,4.478832116788321,19.902711864406783,22.144632768361582
Dartmoor,8.710640732265446,19.69041095890411,2.397945205479452,3.4071236559139786,6.427371273712737,39.11225658648339,10.827428571428571,17.921232876712327,84.97951807228915,62.52289156626506,1017.6948630136985,1016.3000000000001,,,12.680821917808219,18.154794520547945
